;2018-01-31 00:00:00;2018-02-28 00:00:00;2018-03-31 00:00:00;2018-04-30 00:00:00;2018-05-31 00:00:00;2018-06-30 00:00:00;2018-07-31 00:00:00;2018-08-31 00:00:00;2018-09-30 00:00:00;2018-10-31 00:00:00;2018-11-30 00:00:00;2018-12-31 00:00:00;2019-01-31 00:00:00;2019-02-28 00:00:00;2019-03-31 00:00:00;2019-04-30 00:00:00;2019-05-31 00:00:00;2019-06-30 00:00:00;2019-07-31 00:00:00;2019-08-31 00:00:00;2019-09-30 00:00:00;2019-10-31 00:00:00;2019-11-30 00:00:00;2019-12-31 00:00:00;2020-01-31 00:00:00;2020-02-29 00:00:00;2020-03-31 00:00:00;2020-04-30 00:00:00;2020-05-31 00:00:00;2020-06-30 00:00:00;2020-07-31 00:00:00;2020-08-31 00:00:00;2020-09-30 00:00:00;2020-10-31 00:00:00;2020-11-30 00:00:00;2020-12-31 00:00:00;2021-01-31 00:00:00;2021-02-28 00:00:00;2021-03-31 00:00:00;2021-04-30 00:00:00;2021-05-31 00:00:00;2021-06-30 00:00:00;2021-07-31 00:00:00;2021-08-31 00:00:00;2021-09-30 00:00:00;2021-10-31 00:00:00;2021-11-30 00:00:00;2021-12-31 00:00:00;2022-01-31 00:00:00;2022-02-28 00:00:00;2022-03-31 00:00:00;2022-04-30 00:00:00;2022-05-31 00:00:00;2022-06-30 00:00:00;2022-07-31 00:00:00;2022-08-31 00:00:00;2022-09-30 00:00:00;2022-10-31 00:00:00;clus
ES12_O-E;2683.091644204852;2716.598214285714;2569.9274193548385;2652.5833333333335;2664.8575268817203;2710.45;2654.1532258064517;2144.7043010752686;2769.588888888889;2576.1021505376343;2634.9944444444445;2643.47311827957;2672.9247311827958;2716.407738095238;2706.55376344086;2528.302777777778;2662.430107526882;2747.3444444444444;2566.8010752688174;2402.819892473118;2701.0472222222224;2640.0725806451615;2622.086111111111;2569.80376344086;2694.8682795698924;2681.522988505747;1531.77688172043;597.7305555555556;1290.3602150537633;2450.35;2558.4811827956987;2044.3440860215053;2440.1388888888887;2394.4112903225805;2326.4861111111113;2288.7634408602153;1747.9596774193549;2226.0535714285716;2291.2795698924733;2235.538888888889;2463.5672043010754;3217.6833333333334;2521.287634408602;2133.0026881720432;2520.3083333333334;2596.9543010752686;2538.825;2451.037634408602;2553.2365591397847;2635.4166666666665;2582.451612903226;2435.516666666667;2562.201612903226;2635.1916666666666;2624.0725806451615;2186.7688172043013;2665.7083333333335;3317.0;1
ES13_E-O;1880.3584905660377;1967.0744047619048;1821.0618279569892;1926.8333333333333;1886.3763440860216;1946.025;1770.758064516129;1262.508064516129;1886.8583333333333;1891.6478494623657;1938.2166666666667;1874.967741935484;1818.755376344086;2102.9821428571427;1993.534946236559;1920.036111111111;1931.016129032258;1966.9333333333334;1853.6182795698924;1308.8306451612902;1942.4416666666666;2107.8682795698924;2086.3;1878.6209677419354;1911.0860215053763;2041.396551724138;1050.1021505376343;342.425;689.4569892473119;1392.9083333333333;1615.991935483871;1133.7876344086021;1820.8638888888888;1713.1854838709678;1628.1888888888889;1696.758064516129;1187.7069892473119;1668.404761904762;1736.9408602150538;1707.4472222222223;1832.4220430107528;578.925;1715.97311827957;1169.6747311827958;1907.5083333333334;1965.6612903225807;1935.5194444444444;1825.5591397849462;1684.7096774193549;1859.544642857143;1853.6344086021506;1693.025;1760.521505376344;1771.2888888888888;1635.0887096774193;1186.0967741935483;1900.875;1999.0;2
ES13_O-E;2444.458221024259;2499.6458333333335;2356.8225806451615;2470.661111111111;2363.1129032258063;2455.0;2182.239247311828;1746.4543010752689;2464.5472222222224;2472.6693548387098;2573.2916666666665;2450.8951612903224;2232.5806451612902;2662.6398809523807;2535.7473118279568;2502.5194444444446;2465.4193548387098;2456.6305555555555;2238.2903225806454;1774.8387096774193;2391.383333333333;2689.1344086021504;2597.4805555555554;2248.239247311828;2309.7795698924733;2460.925287356322;1294.6478494623657;422.1694444444444;824.1021505376344;1640.236111111111;1912.505376344086;1245.0376344086021;2033.4972222222223;1932.6908602150538;1835.4027777777778;1913.9166666666667;1367.8897849462367;1935.9255952380952;2007.5860215053763;1975.15;2140.4220430107525;775.3805555555556;1960.5833333333333;1375.758064516129;2236.366666666667;2296.8763440860216;2302.386111111111;2211.0806451612902;1998.5725806451612;2270.9761904761904;2252.798387096774;2073.536111111111;2176.0;2219.072222222222;2012.6290322580646;1388.0564516129032;2181.0472222222224;2225.0;2
ES14_E-O;490.20485175202157;492.61309523809524;464.40860215053766;496.5861111111111;487.1505376344086;490.96944444444443;432.53225806451616;264.98387096774195;446.31944444444446;472.3037634408602;481.3388888888889;464.51344086021504;450.2043010752688;571.1517857142857;489.1182795698925;403.55555555555554;468.7016129032258;470.35833333333335;443.1801075268817;315.7204301075269;465.18888888888887;531.2741935483871;543.5472222222222;470.76612903225805;464.06451612903226;482.03735632183907;252.78225806451613;81.5111111111111;179.31720430107526;277.6138888888889;274.8360215053763;171.52956989247312;466.65833333333336;454.7956989247312;456.35555555555555;445.23118279569894;295.7741935483871;439.29761904761904;451.46505376344084;441.69444444444446;464.39784946236557;1857.0722222222223;403.36021505376345;245.98655913978496;437.5861111111111;423.0833333333333;440.97777777777776;439.13709677419354;394.83870967741933;438.7261904761905;429.4462365591398;370.5138888888889;504.3010752688172;485.52777777777777;441.8709677419355;253.3279569892473;398.61944444444447;289.0;1
ES14_O-E;360.7277628032345;352.80059523809524;338.6559139784946;355.22777777777776;350.7983870967742;356.3611111111111;315.0510752688172;200.6209677419355;335.35833333333335;347.76344086021504;354.14722222222224;337.64784946236557;320.86021505376345;406.3065476190476;338.991935483871;286.96666666666664;332.9274193548387;332.01944444444445;314.3225806451613;229.78225806451613;328.3833333333333;378.3360215053763;390.9527777777778;331.41129032258067;338.1559139784946;344.5574712643678;182.3790322580645;59.80277777777778;124.23118279569893;85.94444444444444;0.0;26.18548387096774;274.45;353.96505376344084;353.6138888888889;344.69354838709677;221.34139784946237;330.11011904761904;341.56720430107526;339.53055555555557;344.14516129032256;872.8583333333333;301.3709677419355;182.3709677419355;341.3777777777778;332.9247311827957;338.5083333333333;330.0806451612903;284.0403225806452;312.0654761904762;313.30645161290323;266.7;299.2204301075269;299.2111111111111;259.6962365591398;165.73387096774192;302.28055555555557;168.0;3
ES15_E-O;1030.576819407008;1097.892857142857;993.3440860215054;1097.4833333333333;1074.4139784946237;1114.1166666666666;953.013440860215;577.491935483871;1066.0388888888888;1075.6854838709678;1088.5666666666666;1008.3091397849462;967.758064516129;1251.157738095238;1068.470430107527;1151.6861111111111;1035.0967741935483;1084.6805555555557;973.1854838709677;653.1962365591398;1055.2305555555556;1217.3064516129032;1206.5194444444444;986.4032258064516;1001.5349462365591;1092.2298850574712;571.8467741935484;198.90555555555557;374.36290322580646;762.7833333333333;759.9677419354839;420.008064516129;791.6944444444445;814.8225806451613;841.8083333333333;787.1532258064516;588.5591397849462;823.9464285714286;853.6209677419355;857.8027777777778;895.4220430107526;2342.95;790.6559139784946;473.5483870967742;965.1722222222222;962.8655913978495;975.15;946.3010752688172;819.2258064516129;953.9196428571429;982.6559139784946;847.4777777777778;924.2795698924731;926.7194444444444;742.0268817204301;459.1505376344086;896.8083333333333;555.0;3
ES15_O-E;960.5687331536388;1036.514880952381;928.739247311828;983.3722222222223;1026.7930107526881;1056.75;901.6505376344086;522.8037634408602;983.3805555555556;1029.6827956989248;994.8444444444444;938.1935483870968;927.7123655913979;1170.7291666666667;1018.008064516129;1065.1833333333334;977.1424731182796;1018.3861111111111;894.8548387096774;588.7983870967741;985.0972222222222;1158.4059139784947;1137.161111111111;910.1478494623656;927.741935483871;1001.2385057471264;521.747311827957;175.61944444444444;330.61290322580646;645.1888888888889;631.3494623655914;364.18817204301075;718.775;736.0645161290323;764.3583333333333;717.6263440860215;484.51612903225805;748.9017857142857;771.9569892473119;761.0916666666667;819.247311827957;592.3861111111111;527.494623655914;560.9462365591398;862.4805555555556;853.0618279569892;881.6916666666667;874.4381720430108;696.744623655914;852.8452380952381;881.2768817204301;747.2805555555556;827.8279569892474;830.7111111111111;625.5779569892474;368.80913978494624;822.2416666666667;382.0;2
ES16_E-O;1976.8921832884098;2039.9017857142858;1912.989247311828;2011.5972222222222;2005.220430107527;2079.1916666666666;1885.7123655913979;1370.021505376344;2009.2694444444444;2005.965053763441;2029.65;1974.1720430107528;1853.9543010752689;2240.5863095238096;2060.2096774193546;2095.0694444444443;1989.3602150537633;2051.2055555555557;1930.1424731182797;1455.6290322580646;2028.0555555555557;2173.4059139784945;2160.3694444444445;1917.733870967742;1954.0537634408602;2047.6954022988505;1081.989247311828;367.4472222222222;755.4059139784946;1522.4555555555555;1691.763440860215;1167.25;1763.0583333333334;1692.0403225806451;1710.6638888888888;1722.3360215053763;1215.8145161290322;1698.3363095238096;1779.3655913978494;1764.3583333333333;1891.1586021505377;713.4138888888889;1730.8682795698924;1141.5537634408602;1875.5833333333333;1895.997311827957;1940.8583333333333;1845.6586021505377;1736.715053763441;1941.1994047619048;1947.8252688172042;1794.9888888888888;1909.975806451613;1904.1277777777777;1745.9193548387098;1225.3575268817203;1954.8805555555555;2130.0;2
ES16_O-E;1712.8867924528302;1814.3363095238096;1686.6397849462367;1816.7555555555555;1772.252688172043;1848.1944444444443;1734.0698924731182;1220.0913978494623;1827.5805555555555;1799.741935483871;1793.4611111111112;1760.0887096774193;1671.763440860215;2113.4613095238096;1835.3844086021506;1918.3694444444445;1757.779569892473;1834.025;1727.8602150537633;1276.2930107526881;1779.2833333333333;1893.4112903225807;1907.4416666666666;1669.1827956989248;1686.4301075268818;1571.7011494252874;940.2688172043011;262.94444444444446;630.5994623655914;1340.65;1521.1720430107528;984.9059139784946;1628.5388888888888;1530.4301075268818;1508.975;1493.27688172043;1075.2016129032259;1549.3541666666667;1612.508064516129;1585.9277777777777;1694.8252688172042;958.7805555555556;1581.3118279569892;1062.516129032258;1781.7;1774.217741935484;1773.2583333333334;1727.739247311828;1558.3387096774193;1787.5714285714287;1791.3064516129032;1651.0944444444444;1742.1854838709678;1767.6555555555556;1571.3306451612902;1078.0591397849462;1802.025;1420.0;2
ES17_O-E;3495.8652291105122;3691.0178571428573;3416.1747311827958;3684.427777777778;3634.010752688172;3755.075;3481.010752688172;2434.6612903225805;3668.961111111111;3663.8655913978496;3667.233333333333;3512.5;3427.6559139784945;3961.5773809523807;3730.2365591397847;3712.9416666666666;3619.7311827956987;3793.072222222222;3570.4032258064517;2666.72311827957;3683.5666666666666;3978.435483870968;3960.516666666667;3460.314516129032;3525.4919354838707;3742.206896551724;1941.9166666666667;640.7888888888889;1428.9596774193549;2957.6;3137.0913978494623;2183.1048387096776;3339.0138888888887;3105.8897849462364;3217.786111111111;3111.0564516129034;2100.994623655914;3112.2559523809523;3275.1559139784945;3238.325;3456.5026881720432;2372.8416666666667;3301.809139784946;2411.7526881720432;3613.461111111111;3568.6666666666665;3602.488888888889;3386.27688172043;3227.8629032258063;3571.1011904761904;3552.728494623656;3280.597222222222;3525.940860215054;3599.9861111111113;3223.048387096774;2221.1935483870966;3695.2944444444443;2612.0;2
ES18_N-S;1125.6064690026953;1203.3690476190477;1132.3064516129032;1207.6861111111111;1231.231182795699;1304.7166666666667;1085.1182795698924;704.3010752688172;1191.736111111111;1180.8629032258063;1199.0638888888889;1120.9354838709678;1011.4731182795699;1071.797619047619;1169.6370967741937;1211.213888888889;1127.5591397849462;1217.5972222222222;1071.5779569892472;750.2688172043011;1086.9083333333333;1257.5;1230.9277777777777;1049.1747311827958;1036.747311827957;1117.8735632183907;559.989247311828;170.46944444444443;331.63440860215053;641.3444444444444;773.7768817204301;482.6209677419355;835.1888888888889;915.8467741935484;928.5833333333334;906.983870967742;617.8064516129032;885.9375;953.5887096774194;945.3388888888888;1007.1639784946236;1931.1333333333334;910.2930107526881;594.6908602150538;1133.5944444444444;1081.9086021505377;1080.25;1036.266129032258;902.4005376344086;1037.8720238095239;1038.7123655913979;962.8694444444444;1036.715053763441;1058.513888888889;856.5833333333334;567.7741935483871;1031.5027777777777;937.0;3
ES18_S-N;1012.7951482479784;1051.389880952381;944.8467741935484;1052.736111111111;1027.1451612903227;1080.411111111111;916.491935483871;588.486559139785;966.0972222222222;926.9247311827957;941.9111111111112;924.1075268817204;868.8279569892474;1025.1755952380952;944.008064516129;1041.7222222222222;934.2795698924731;1012.5805555555555;879.1774193548387;645.8548387096774;858.4972222222223;1048.9247311827958;1169.25;913.8548387096774;905.6639784946236;937.0114942528736;502.3709677419355;171.4388888888889;305.48118279569894;558.2472222222223;685.8118279569892;433.14516129032256;850.5194444444444;822.9650537634409;829.1138888888889;822.1586021505376;576.3172043010753;811.3452380952381;856.9811827956989;847.3222222222222;907.5376344086021;1914.986111111111;815.3440860215054;512.6344086021505;950.4888888888889;917.510752688172;952.8055555555555;930.8010752688172;815.75;903.0863095238095;925.3602150537635;838.5611111111111;906.8817204301075;942.6472222222222;785.9301075268817;505.85483870967744;900.0555555555555;520.0;3
ES19_N-S;1372.1644204851752;1410.982142857143;1357.3198924731182;1412.611111111111;1386.260752688172;1389.4194444444445;1299.1908602150538;971.0645161290323;1417.1583333333333;1451.9032258064517;1468.8833333333334;1394.9462365591398;1324.4086021505377;1562.0565476190477;1454.7123655913979;1446.4583333333333;1393.9354838709678;1390.4333333333334;1322.1102150537633;1028.1666666666667;1350.4444444444443;1557.1182795698924;1530.6833333333334;1378.3494623655913;1382.4086021505377;1460.0028735632184;789.1236559139785;341.2611111111111;552.7177419354839;1074.6888888888889;1028.0618279569892;742.8844086021505;1099.0055555555555;1097.1720430107528;1050.0444444444445;1057.8763440860216;727.255376344086;1052.3244047619048;1070.4112903225807;1047.4777777777779;1137.3279569892472;798.9805555555556;1005.4381720430108;802.4623655913979;1204.9888888888888;1237.4435483870968;1250.7027777777778;1217.9327956989248;1093.739247311828;1178.6875;1189.3118279569892;1087.6194444444445;1128.8629032258063;1155.55;1065.7983870967741;795.4758064516129;1215.7055555555555;996.0;2
ES20_E-O;12288.471698113208;12551.964285714286;11394.354838709678;12607.43611111111;12576.344086021505;12917.147222222222;12152.271505376344;10347.35752688172;12380.397222222222;12754.860215053763;12529.944444444445;12182.024193548386;11997.0;13499.785714285714;12641.712365591398;12783.011111111111;12291.782258064517;12875.919444444444;12396.40322580645;11465.040322580646;12519.261111111111;13443.913978494624;9482.422222222222;12256.77688172043;12226.104838709678;12789.370689655172;7462.115591397849;3249.2805555555556;5558.9946236559135;10213.408333333333;10817.68817204301;8624.037634408602;10275.825;8670.53494623656;9317.705555555556;9488.89247311828;6595.997311827957;9429.532738095239;10370.559139784946;11446.605555555556;11981.413978494624;3636.2166666666667;11759.327956989247;9838.005376344086;12012.708333333334;12220.13440860215;12031.769444444444;11928.282258064517;11230.905913978495;12473.907738095239;10461.325268817205;10085.597222222223;12340.93817204301;12506.352777777778;11523.196236559139;9889.241935483871;12459.005555555555;15099.0;1
ES20_O-E;12654.493261455525;12776.32142857143;10634.572580645161;9526.444444444445;12546.862903225807;12962.094444444445;10963.158602150537;10898.489247311827;12738.716666666667;12926.548387096775;12759.380555555555;12436.064516129032;12200.166666666666;13530.080357142857;12754.217741935483;12992.961111111112;12810.39247311828;13151.21388888889;12863.790322580646;11863.209677419354;12862.069444444445;13338.31182795699;9436.716666666667;12421.575268817205;12268.612903225807;12992.298850574713;7669.913978494624;3423.663888888889;6037.056451612903;10978.130555555555;11760.809139784946;9726.806451612903;11578.894444444444;10631.720430107527;11208.93611111111;11378.069892473119;8193.779569892473;11462.58630952381;12027.231182795698;11808.416666666666;12418.137096774193;3921.4527777777776;12377.120967741936;10693.96505376344;12924.583333333334;12806.317204301075;12905.280555555555;12353.196236559139;11808.997311827958;12931.056547619048;12701.508064516129;12321.53611111111;12807.946236559139;13074.297222222222;12023.85752688172;10565.930107526881;12849.969444444445;13888.0;1
ES21_N-S;1895.3584905660377;1948.9404761904761;1768.491935483871;1928.1833333333334;1857.8790322580646;1920.5194444444444;1615.2930107526881;946.4354838709677;1729.5944444444444;1824.0;1792.8972222222221;1786.994623655914;1634.0967741935483;2122.3988095238096;1482.779569892473;1840.3277777777778;1686.1559139784947;1770.3805555555555;1583.236559139785;1040.4489247311828;1741.963888888889;2108.1666666666665;2107.8;1751.5403225806451;1714.6102150537633;1803.7758620689656;944.1612903225806;297.50555555555553;632.6263440860215;1280.1527777777778;1285.6236559139784;742.4677419354839;1706.1027777777779;1464.4489247311828;1534.7833333333333;1544.8118279569892;983.3978494623656;1478.6190476190477;1561.8924731182797;1544.6055555555556;1609.9220430107528;804.1166666666667;1367.3575268817203;850.7069892473119;1639.9805555555556;1653.1962365591398;1729.3194444444443;1804.8118279569892;1487.5376344086021;1682.4613095238096;1729.6935483870968;1499.8166666666666;1913.1344086021506;1883.3194444444443;1399.4166666666667;806.3602150537635;1719.7333333333333;939.0;1
ES21_S-N;1397.8517520215632;1434.2083333333333;1297.532258064516;1400.9305555555557;1365.4327956989248;1408.388888888889;1191.0833333333333;778.4247311827957;1374.3833333333334;1389.034946236559;1411.5805555555555;1379.508064516129;1301.4543010752689;1606.1339285714287;1136.0725806451612;1447.7416666666666;1307.1639784946237;1354.888888888889;1200.6801075268818;835.1586021505376;1296.1805555555557;1574.7123655913979;1595.213888888889;1334.3360215053763;1338.013440860215;1397.0775862068965;722.3682795698925;234.575;481.65860215053766;975.9194444444445;941.9784946236559;546.8897849462365;1215.8055555555557;1056.8145161290322;1099.5472222222222;1093.6048387096773;725.0295698924731;1065.5714285714287;1130.7043010752689;1122.025;1172.2876344086021;1033.1916666666666;964.3575268817204;620.5645161290323;1197.4222222222222;1181.6263440860216;1203.8138888888889;1219.5833333333333;1043.0752688172042;1163.342261904762;1196.6908602150538;1038.8083333333334;1122.8736559139784;1126.8638888888888;926.241935483871;602.1451612903226;1153.6444444444444;923.0;2
ES22_E-O;1733.2318059299191;1847.2440476190477;1766.0913978494623;1926.6666666666667;1890.0698924731182;1948.5111111111112;1733.715053763441;1342.239247311828;1878.0277777777778;1888.3172043010752;1860.75;1789.1236559139784;1633.8360215053763;1948.625;1824.1075268817203;1924.0555555555557;1788.6317204301076;1821.8722222222223;1695.029569892473;1298.8360215053763;1722.775;1871.3924731182797;1849.2777777777778;1710.975806451613;1647.1612903225807;1700.7155172413793;965.1962365591398;356.1611111111111;644.1021505376344;1158.2777777777778;1336.1021505376343;1006.4139784946236;1400.2944444444445;1378.481182795699;1394.838888888889;1369.1881720430108;944.0913978494624;1376.8958333333333;1434.6989247311828;1431.3277777777778;1578.4408602150538;2325.472222222222;1448.0967741935483;1211.1290322580646;1694.6722222222222;1689.010752688172;1692.2527777777777;1645.6612903225807;1539.9623655913979;1635.8541666666667;1620.6263440860216;1529.0805555555555;1597.5940860215053;1577.5444444444445;1399.228494623656;1128.3413978494623;1601.2666666666667;1672.0;2
ES22_O-E;1486.622641509434;1607.375;1516.0752688172042;1606.2805555555556;1594.5967741935483;1636.175;1450.3198924731182;1146.2876344086021;1505.8555555555556;1588.1586021505377;1555.0694444444443;1551.5752688172042;1408.0913978494623;1705.0505952380952;1420.8118279569892;1602.611111111111;1517.5430107526881;1621.3027777777777;1512.034946236559;1117.997311827957;1572.2972222222222;1712.3225806451612;1698.7972222222222;1549.6317204301076;1507.4086021505377;1553.3419540229886;949.25;439.425;654.9354838709677;1068.0111111111112;1248.8037634408602;794.0268817204301;1130.0861111111112;899.9005376344086;1308.4388888888889;1301.8602150537633;885.1935483870968;1290.107142857143;1354.6182795698924;1352.6444444444444;1509.8575268817203;2246.383333333333;1304.0806451612902;1026.8548387096773;1550.3833333333334;1546.9381720430108;1575.6916666666666;1531.0779569892472;1354.8682795698924;1478.5208333333333;1504.4032258064517;1422.7222222222222;1520.8602150537633;1497.325;1370.5672043010752;1028.013440860215;1527.1583333333333;1371.0;1
ES23_N-S;3302.1590296495956;3626.0744047619046;3431.3413978494623;3570.3;3504.6209677419356;3728.7944444444443;3415.7204301075267;2866.80376344086;3553.1666666666665;3501.97311827957;3563.3;3477.5403225806454;3054.75;3685.2440476190477;3414.5994623655915;3520.4972222222223;3436.4919354838707;3571.3972222222224;3419.7526881720432;3131.048387096774;3563.188888888889;3884.994623655914;3770.125;3500.1209677419356;3394.8655913978496;3572.3563218390805;1972.9489247311828;714.6083333333333;1207.4408602150538;2080.461111111111;2827.3709677419356;2111.6263440860216;2827.7722222222224;2667.1021505376343;2749.7027777777776;2654.1424731182797;1754.5994623655913;2840.6339285714284;2976.7365591397847;2947.883333333333;3295.94623655914;1803.5472222222222;3141.8870967741937;2548.6075268817203;3385.7916666666665;3427.0510752688174;3443.7472222222223;3377.2365591397847;3023.97311827957;3387.4523809523807;3381.814516129032;3146.1111111111113;3284.3978494623657;3227.0194444444446;3123.6505376344085;2518.6424731182797;3369.0305555555556;4051.0;2
ES23_S-N;3124.859838274933;3425.7708333333335;3229.1290322580644;3210.4972222222223;3286.97311827957;3424.788888888889;3209.3548387096776;2504.3118279569894;3371.008333333333;3478.3978494623657;3437.461111111111;3309.314516129032;2959.0725806451615;3831.154761904762;3408.489247311828;3593.2472222222223;3260.9005376344085;3294.5777777777776;3210.3494623655915;3018.25;3399.6055555555554;3979.766129032258;4009.8083333333334;3351.8333333333335;3368.9543010752686;3444.9712643678163;1904.491935483871;681.0361111111112;1014.1747311827957;1785.8833333333334;2343.190860215054;1751.5940860215053;2565.463888888889;2511.22311827957;2532.0138888888887;2680.8897849462364;1882.0537634408602;2715.660714285714;2769.2795698924733;2757.722222222222;3035.9543010752686;1398.3222222222223;2883.744623655914;2338.548387096774;3316.088888888889;3333.8548387096776;3419.8805555555555;3337.4489247311826;2897.1747311827958;3166.5684523809523;3180.037634408602;3038.213888888889;3177.7204301075267;3032.8777777777777;2833.0806451612902;2275.309139784946;3224.983333333333;3046.0;2
ES24_N-S;1568.4123989218328;1320.3720238095239;1149.25;1199.6361111111112;1198.247311827957;1208.075;1129.8870967741937;892.0322580645161;1212.0638888888889;1227.024193548387;1172.2805555555556;1149.9489247311828;1041.7123655913979;1247.3184523809523;1105.8978494623657;1197.5555555555557;1152.4301075268818;1157.5277777777778;1076.513440860215;841.7849462365591;1041.3777777777777;1222.4354838709678;1243.2333333333333;1063.6505376344087;986.6129032258065;680.3045977011494;352.69354838709677;124.14166666666667;220.3736559139785;436.27222222222224;481.5483870967742;417.241935483871;507.53055555555557;480.0537634408602;517.0527777777778;539.8010752688172;421.63440860215053;646.8541666666666;561.3010752688172;556.2111111111111;979.9623655913979;1234.6972222222223;509.0994623655914;658.5994623655914;885.0305555555556;836.8333333333334;873.125;877.5188172043011;764.3225806451613;886.5029761904761;840.0188172043011;816.2;844.1505376344086;826.0916666666667;872.241935483871;640.3897849462365;856.4833333333333;868.0;1
ES24_S-N;1114.9137466307277;1157.3541666666667;1124.8440860215053;1221.0666666666666;1213.5806451612902;1220.3916666666667;1083.0994623655913;818.763440860215;1168.6083333333333;1167.467741935484;1155.4222222222222;1110.8817204301076;994.4731182795699;1220.8511904761904;1127.3118279569892;1175.236111111111;1126.486559139785;1132.275;1087.3145161290322;785.2903225806451;978.4083333333333;1229.744623655914;1216.2833333333333;981.0833333333334;955.0456989247311;585.2183908045977;321.47849462365593;126.30555555555556;187.88440860215053;352.4583333333333;418.3306451612903;523.6962365591398;444.1;432.5430107526882;473.48333333333335;466.01075268817203;388.63709677419354;605.2113095238095;442.60483870967744;444.90277777777777;920.502688172043;939.9333333333333;404.88709677419354;625.2258064516129;852.8305555555555;870.2150537634409;871.0888888888888;883.1935483870968;689.9139784946236;786.0863095238095;854.0779569892474;785.45;815.002688172043;811.7972222222222;726.1451612903226;579.1532258064516;816.9583333333334;763.0;1
ES25_S-N;330.2021563342318;337.14285714285717;323.2231182795699;331.7527777777778;318.43817204301075;382.24444444444447;308.3494623655914;268.6774193548387;324.85833333333335;324.83870967741933;319.1138888888889;276.13709677419354;300.88709677419354;356.5892857142857;166.13709677419354;359.02222222222224;302.7204301075269;304.5;322.1720430107527;290.84139784946234;314.65277777777777;371.6720430107527;360.69166666666666;269.2930107526882;300.23655913978496;293.38793103448273;181.8548387096774;71.05555555555556;122.04838709677419;225.6472222222222;269.5510752688172;210.9220430107527;279.7;263.2983870967742;257.5777777777778;242.44354838709677;169.79301075268816;243.02083333333334;253.6290322580645;252.32777777777778;300.06182795698925;396.4166666666667;294.7741935483871;258.0268817204301;319.3638888888889;311.06182795698925;301.35555555555555;274.3682795698925;285.2956989247312;303.61309523809524;294.5241935483871;288.7944444444444;286.6209677419355;291.64722222222224;315.6317204301075;250.33064516129033;302.28333333333336;343.0;1
ES26_N-S;554.4905660377359;578.889880952381;549.2903225806451;575.1666666666666;569.1935483870968;596.4527777777778;563.5645161290323;473.1505376344086;602.2388888888889;561.7284946236559;586.3055555555555;731.3064516129032;666.516129032258;657.75;900.9516129032259;665.6555555555556;707.5833333333334;728.1138888888889;722.0698924731183;505.8225806451613;726.1222222222223;683.4086021505376;636.6527777777778;724.6290322580645;627.741935483871;536.4913793103449;308.06182795698925;115.37777777777778;169.60752688172042;325.6694444444444;408.05645161290323;306.52150537634407;449.0416666666667;452.4005376344086;436.9916666666667;434.0295698924731;314.6774193548387;441.375;446.2876344086022;450.0472222222222;484.6317204301075;765.625;447.21505376344084;353.4139784946237;480.025;512.4220430107526;518.6222222222223;487.8440860215054;445.47849462365593;508.2232142857143;462.0860215053763;448.22777777777776;466.09139784946234;461.8888888888889;478.1774193548387;371.93279569892474;500.6111111111111;615.0;1
ES26_S-N;470.8814016172507;498.125;491.68279569892474;502.06666666666666;497.01881720430106;512.9888888888889;449.9139784946237;389.48387096774195;472.5722222222222;465.35483870967744;452.30555555555554;376.4569892473118;408.96774193548384;470.8690476190476;346.9623655913978;478.96944444444443;374.0295698924731;384.125;411.3790322580645;391.56720430107526;408.27777777777777;459.02150537634407;455.68055555555554;381.78494623655916;486.56451612903226;577.2011494252873;312.3010752688172;122.0;196.91129032258064;356.0388888888889;434.2741935483871;324.3790322580645;449.14166666666665;475.61290322580646;479.3027777777778;471.5752688172043;318.0752688172043;447.91964285714283;474.5994623655914;478.18333333333334;522.8494623655914;406.56666666666666;526.9408602150538;385.4247311827957;485.0111111111111;532.4274193548387;542.5194444444444;512.8279569892474;515.244623655914;559.4732142857143;527.239247311828;466.93611111111113;520.3279569892474;536.0611111111111;529.2956989247311;439.1747311827957;555.6944444444445;677.0;1
ES27_E-O;1752.4393530997304;1961.6130952380952;1776.771505376344;1823.1083333333333;1734.8440860215053;1816.986111111111;1649.252688172043;1358.8790322580646;1668.2694444444444;2446.5618279569894;2088.413888888889;2438.4919354838707;2150.8736559139784;2335.154761904762;2648.059139784946;2235.2166666666667;2363.6505376344085;2461.7027777777776;2152.47311827957;1877.6532258064517;2394.6944444444443;2562.1559139784945;2495.552777777778;2386.6505376344085;2420.5672043010754;2655.6810344827586;1332.3575268817203;486.7638888888889;973.3817204301075;1767.6722222222222;2102.032258064516;1598.9327956989248;2060.988888888889;2024.1854838709678;2065.5138888888887;2236.9543010752686;1500.72311827957;2059.815476190476;2214.739247311828;2181.538888888889;2241.5725806451615;825.6527777777778;2309.8790322580644;1736.8978494623657;2280.175;2422.712365591398;2513.4416666666666;2480.309139784946;2386.47311827957;2718.7559523809523;2500.8602150537636;2182.6055555555554;2185.4274193548385;2848.586111111111;2397.293010752688;2008.7123655913979;2550.9694444444444;1903.0;1
